row_id,gold,arg_pred,flat_pred,category,arg_dist,flat_dist,n_queries_arg,statement
793,Half-true,Mostly-true,Barely-true,both_wrong_different,1,1,2,"On the economic crisis, ""the biggest problem in this whole process was the deregulation of the financial system."""
794,Half-true,Mostly-true,Barely-true,both_wrong_different,1,1,2,"""I wrote to Secretary Paulson, I wrote to Federal Reserve Chairman Bernanke [in March 2007], and told them this is something we have to deal with, and nobody did anything about it."""
805,Mostly-true,False,False,both_wrong_same,3,3,3,"""Obama said he would unilaterally renegotiate the North American Free Trade Agreement."""
809,True,True,False,arg_only_right,0,4,3,"""98 percent of small businesses make less than $250,000"" and would not see a tax increase under Barack Obama's plan."
901,False,False,False,both_correct,0,0,3,"""Even with recent changes, the average hourly wage at General Motors is still $75 an hour."""
917,False,Pants-fire,False,flat_only_right,1,0,2,"""For every dollar (in the stimulus package) that is spent to help small businesses, $4 is being spent to help upkeep the grass on the lawns of Washington."""
985,False,Pants-fire,False,flat_only_right,1,0,3,"Gov. Sarah Palin ""got precisely zero support for her call for Alaska's Democratic Senator Mark Begich to resign because Ted Stevens' corruption conviction was overturned."""
992,Mostly-true,True,False,both_wrong_different,1,3,2,"""Venezuela is a country whose defense budget is probably 1/600th of the United States."""
1005,Pants-fire,Pants-fire,Pants-fire,both_correct,0,0,3,"Obama used $20 million in federal money ""to emmigrate (sic) Hamas Refugees to the USA."""
1010,Half-true,Mostly-true,Half-true,flat_only_right,1,0,2,"Pay-as-you-go ""is the principle that helped transform large deficits into surpluses in the 1990s."""
1051,True,True,False,arg_only_right,0,4,3,"Contends that President Obama ""literally said (if) his cap-and-trade proposals were to pass, that utility rates, his words now, would, 'necessarily skyrocket.'"""
1052,True,True,False,arg_only_right,0,4,2,"""Obama has more czars than the Romanovs."""
1075,Barely-true,Half-true,False,both_wrong_different,1,1,2,"Mitch McConnell opposed ""legislation to create and protect Kentucky jobs . . . help for the unemployed. . .  health care for Kentucky's children,"" and ""fair pay for women."""
1087,Mostly-true,False,False,both_wrong_same,3,3,1,"""Across the country, $174 billion of the Recovery Act have been committed in its first 130 days."""
1103,Pants-fire,Pants-fire,Pants-fire,both_correct,0,0,4,"John Holdren, director of the White House Office of Science and Technology Policy, ""has proposed forcing abortions and putting sterilants in the drinking water to control population."""
1119,False,False,False,both_correct,0,0,2,"Stimulus tax cuts ""began showing up in paychecks of 4.8 million Indiana households about three months ago."""
1120,False,False,False,both_correct,0,0,3,"The Democrat-backed health care reform plan ""will require (Americans) to subsidize abortion with their hard-earned tax dollars."""
1150,Half-true,Pants-fire,Barely-true,both_wrong_different,3,1,2,"If you don't count illegal aliens, people who qualify for other insurance, and people who make more than $75,000 a year, ""it leaves about 15 million people"" who are uninsured."
1187,Mostly-true,Half-true,False,both_wrong_different,1,3,2,The U.S. ranks 37th in the world for health care.
1189,Mostly-true,Mostly-true,False,arg_only_right,0,3,3,"""Medicare began as a public option and now holds 97 percent of the market share."""
1199,True,Mostly-true,False,both_wrong_different,1,4,4,"The Baucus bill ""contains provisions that would send massive federal subsidies directly to both private insurance plans and government-chartered cooperatives that pay for elective abortion."""
1234,False,False,False,both_correct,0,0,1,All the talk about socialism during the campaign made young people more interested in it by Election Day.
1243,False,False,False,both_correct,0,0,3,"""There's no evidence anywhere that offshore drilling has hurt tourism in any area where it has been allowed."""
1251,True,False,Barely-true,both_wrong_different,4,3,2,Health care premiums for consumers have doubled since 2001.
1262,False,Pants-fire,False,flat_only_right,1,0,6,"Forty-five percent of doctors ""say they'll quit"" if health care reform passes."
1290,Barely-true,Pants-fire,False,both_wrong_different,2,1,2,"A president must ""obtain Congress' consent before formally accepting the Nobel Prize."""
1310,False,Pants-fire,Pants-fire,both_wrong_same,1,1,1,"Claims that Obama said, ""For those who oppose our policies, you should just shut up and go away."""
1324,Barely-true,Barely-true,False,arg_only_right,0,1,3,"""The Stupak Amendment doesn't just say you can't use your federal insurance subsidy to pay for an abortion, it says, if you're getting a federal subsidy of any kind, you're not allowed to buy an insurance plan that covers abortion even with your own money."""
1328,False,False,False,both_correct,0,0,4,"""Ronald Reagan faced an even worse recession"" than the current one."
1333,True,True,False,arg_only_right,0,4,3,"Obama has ""visited more countries and met with more world leaders than any president in his first six months in office."""
1350,True,Mostly-true,False,both_wrong_different,1,4,3,The Senate health care bill does not contain limits on medical malpractice lawsuits.
1385,Half-true,Half-true,False,arg_only_right,0,2,3,"Says he ""brought 1,200 jobs to Texas by moving his factories here from China."""
1409,False,False,False,both_correct,0,0,4,"“The largest tax increase that we have ever had in our state is yours – it is the business margins tax that you signed, governor.”"
1439,Half-true,Half-true,Half-true,both_correct,0,0,3,"“Under (Rick Perry’s) watch as governor, over six million Texans have no health care coverage, including one million children, homeowners suffer from the highest insurance rates in the country, and college tuition has skyrocketed 136 percent.”"
1444,Mostly-true,True,Half-true,both_wrong_different,1,1,4,"Obama came into office ""with a $1.3 trillion deficit before I had passed any law. ... We came in with $8 trillion worth of debt over the next decade."""
1448,Half-true,Half-true,False,arg_only_right,0,2,3,"Health care reform ""would bring down the deficit by as much as $1 trillion over the next two decades."""
1450,Half-true,False,False,both_wrong_same,2,2,4,"Says a prank phone call caused ""400 children to be taken from their parents... without warrant."""
1460,True,True,Barely-true,arg_only_right,0,3,3,"""Our (Texas) graduation rate ranks 43rd out of 50 states."""
1477,False,False,False,both_correct,0,0,3,"On the new dollar coins, ""'In God We Trust' is gone!"""
1497,False,Barely-true,False,flat_only_right,1,0,4,"“In this judicial race, special  interest groups have demanded  money from me, in exchange for  endorsement and support.”"
1512,Half-true,Half-true,False,arg_only_right,0,2,7,"""Fifty-seven"" of  Rubio's 100 ideas ""ultimately became law."""
1514,Barely-true,False,False,both_wrong_same,1,1,3,"""Bill McCollum said tax cuts don't work."""
1515,Half-true,Barely-true,False,both_wrong_different,1,2,3,"""Congresswoman Bachmann actually said we should be  'weaned' off our Social Security and Medicare. She wants to privatize Social  Security and replace Medicare with some kind of voucher system."""
1569,Mostly-true,Mostly-true,Half-true,arg_only_right,0,1,2,"""When we started this health care debate a year ago, 85 percent of the American people had health insurance, and 95 percent of the 85 percent were happy with it."""
1574,Mostly-true,Mostly-true,False,arg_only_right,0,3,4,"""Individuals and small businesses will be hit by increases in health insurance premiums as high as 39 percent."""
1576,True,True,False,arg_only_right,0,4,2,"""Health insurance companies' costs are only 4 percent of all health care spending."""
1623,True,False,False,both_wrong_same,4,4,2,"Marco Rubio's ""income skyrocketed while his power increased."""
1641,False,Pants-fire,False,flat_only_right,1,0,1,"""The New England Journal of Medicine released a survey the week that President Obama signed Obamacare stating that over 30 percent of American physicians would leave the profession if the government took over health care."""
1648,Mostly-true,True,Half-true,both_wrong_different,1,1,4,"""A lot of the ideas in terms of the (health insurance) exchange, just being able to pool and improve the purchasing power of individuals in the insurance market, that originated from the Heritage Foundation."""
1677,True,True,False,arg_only_right,0,4,4,"Says that under a new program jail ""time for non-violent, mentally ill offenders has been reduced by 50 percent."""
1679,Half-true,Mostly-true,False,both_wrong_different,1,2,4,"""The policy of the Bush administration was also not to add new nuclear capabilities."""
1681,Barely-true,Pants-fire,False,both_wrong_different,2,1,2,"In 2004, ""20 percent of U.S. households were getting about 75 percent of their income from the federal government. ... Another 20 percent were receiving almost 40 percent."""
1691,Half-true,False,False,both_wrong_same,2,2,2,"""The permission to engage was given before the word RPG was ever used."""
1781,True,True,False,arg_only_right,0,4,4,"""Texas has, now, the highest share of minimum-wage workers in the nation."""
1855,Mostly-true,Mostly-true,False,arg_only_right,0,3,3,"""Rick Perry attempted to fast-track unnecessary coal-fired power plants, which degrade air quality and would cost billions. Fortunately, a court stopped him."""
1873,False,Pants-fire,False,flat_only_right,1,0,2,"Presidents Hoover, Truman and Eisenhower collectively ordered the deportation of at least 15 million illegal aliens."
1892,True,Half-true,False,both_wrong_different,2,4,4,"""The House has never failed to pass a budget in the modern era."""
1894,Half-true,Mostly-true,False,both_wrong_different,1,2,3,Ninety percent of the people in Arkansas still love Bill Clinton.
1909,Half-true,Half-true,False,arg_only_right,0,2,3,"""I've issued a six-month moratorium on deepwater drilling."""
1915,False,Barely-true,False,flat_only_right,1,0,3,U.S. Rep.   Lloyd Doggett is “the most liberal man in the United States Congress.”
1948,False,False,False,both_correct,0,0,3,Says Houston’s 18th  congressional district has been “gentrified” and is home to “more Anglos  than African Americans.”
1950,Pants-fire,Pants-fire,False,arg_only_right,0,1,1,"""Four years as a congressman, he [U.S. Rep. Hank Johnson] never talked  about MARTA."""
1955,Pants-fire,Half-true,False,both_wrong_different,3,1,3,"U.S. Rep. Jim Langevin  didn't want a border fence to block illegal immigration ""because he is  afraid that someone will get hurt trying to go around the fence."""
1999,True,True,False,arg_only_right,0,4,3,"""I have spent virtually every weekend since Memorial Day in the Panhandle."""
2040,Barely-true,Half-true,False,both_wrong_different,1,1,1,"Says that President Obama said if Congress passed the economic stimulus bill, ""we would have unemployment at 8 percent and no higher. And it went higher."""
2087,True,True,Half-true,arg_only_right,0,2,2,"""The War in Afghanistan is officially the longest war Americans have ever been asked to endure."""
2092,Pants-fire,Pants-fire,False,arg_only_right,0,1,3,"""Sixty percent of the Hispanics"" support the Arizona immigration law"
2099,False,Pants-fire,False,flat_only_right,1,0,3,"""The Department of Health and Human Services is providing $160 million to the state of Pennsylvania to set up a new high-risk insurance pool program that would cover any abortion legal in the state."""
2117,Half-true,False,False,both_wrong_same,2,2,3,"In New Mexico, Democratic gubernatorial candidate Diane Denish ""spent federal stimulus funds on campaign Christmas cards."""
2122,Half-true,True,False,both_wrong_different,2,2,5,"""Jane Norton supported the largest tax hike in Colorado history."""
2135,False,Pants-fire,False,flat_only_right,1,0,2,"""I remember one of [Curt Schilling's] teammates said he painted his sock, the bloody sock."""
2149,False,Barely-true,Pants-fire,both_wrong_different,1,1,4,"""Warren Buffett called (Jeff) Greene's scheme 'financial weapons of mass destruction.' """
2181,Half-true,Mostly-true,Half-true,flat_only_right,1,0,3,"""The Congressional Budget Office estimates that for every $1 we spend on unemployment benefits, $1.90 is put into our economy."""
2203,Mostly-true,Half-true,False,both_wrong_different,1,3,4,"""If we ban the practice of earmarks, we could save the American taxpayer anywhere between $15 (billion) to $20 billion dollars a year in pork-barrel spending."""
2205,True,True,False,arg_only_right,0,4,4,"About 106,000 soldiers had ""a prescription of three weeks or more"" for pain, depression or anxiety medication."
2250,False,False,False,both_correct,0,0,1,"Bill McCollum ""backed Jim Greer's effort to hide financial irregularities."""
2252,Half-true,True,False,both_wrong_different,2,2,3,Republicans tried to block the deficit commission.
2284,Pants-fire,Pants-fire,False,arg_only_right,0,1,3,"""The government is trying to now close the Lincoln Memorial for any kind of large gatherings."""
2305,True,False,False,both_wrong_same,4,4,3,"Under the new health care law, ""if a landscaper wants to buy a new lawnmower, or a restaurant needs a new ice-maker, they have to report that to the feds."""
2315,Barely-true,False,False,both_wrong_same,1,1,3,"John Boozman supports ""privatizing Social Security"""
2316,Mostly-true,Mostly-true,False,arg_only_right,0,3,3,"""Florida is enjoying its lowest crime rate in 39 years."""
2337,Half-true,True,Half-true,flat_only_right,2,0,3,"Jennifer Carroll's an ""outsider."""
2341,Mostly-true,Mostly-true,False,arg_only_right,0,3,2,"""My supporters aren't special interest groups in Madison and Milwaukee."""
2356,Mostly-true,Mostly-true,Barely-true,arg_only_right,0,2,4,"""He's the only candidate who's balanced budgets and brought jobs to Providence."""
2362,Mostly-true,False,False,both_wrong_same,3,3,2,"""When these same Republicans –- including Mr. Boehner –- were in charge, the number of earmarks and pet projects went up, not down."""
2392,Barely-true,False,False,both_wrong_same,1,1,2,"""Over 10 years, (extending tax cuts for the wealthy) would add less to the deficit than Obama added with the stimulus in one year."""
2412,False,False,False,both_correct,0,0,9,"Loranne Ausley ""voted six times to tax your savings."""
2428,Half-true,False,False,both_wrong_same,2,2,1,"Roy Barnes ""made Georgia dead last in education"" and Georgia ""led the nation in job losses."""
2442,Pants-fire,Pants-fire,False,arg_only_right,0,1,3,"A bill by Earl Blumenauer would ""mandate GPS tracking devices on all our vehicles."""
2445,False,False,False,both_correct,0,0,3,"It's ""not true"" that since he's been the president, executions in Iran have increased by four times."
2460,Pants-fire,Pants-fire,False,arg_only_right,0,1,1,"""Politician Reid Ribble wants to phase out Social Security, forcing Wisconsin seniors to fend for themselves."""
2470,Pants-fire,Pants-fire,False,arg_only_right,0,1,2,"""If you look at the application for a security clearance, I have a clearance that even the president of the United States cannot obtain because of my background."""
2477,False,Barely-true,False,flat_only_right,1,0,3,"""Over the past year ... our 16 counties have hemorrhaged more than 6,000 jobs with no apparent end in sight."""
2484,Half-true,False,False,both_wrong_same,2,2,4,"Says Daniel Webster wants to make divorce illegal, even for abused wives."
2491,True,Mostly-true,False,both_wrong_different,1,4,4,"""Pepper ... kicked off a jock tax, imposing a levy on the sports and entertainment industry."""
2494,Pants-fire,False,False,both_wrong_same,1,1,3,"Says the Feingold garage ad ""is a fake: He’s not standing in front of his house."""
2498,Mostly-true,True,Barely-true,both_wrong_different,1,2,3,"Texas has ""a higher unemployment rate than neighboring states."""
2514,False,Pants-fire,False,flat_only_right,1,0,4,The federal government can tell General Motors what to charge for its automobiles.
2533,Half-true,Half-true,False,arg_only_right,0,2,3,"""Newspapers say Florida made bad investments, lost hundreds of millions of dollars, billions in pension funds lost. Who was in charge of Florida's investments? Alex Sink."""
2547,True,Mostly-true,False,both_wrong_different,1,4,2,"""I said no to these big bank bailouts."""
2557,False,Pants-fire,False,flat_only_right,1,0,2,"""Steve Southerland did not pay his taxes in '05, '06, '07, '08 or '09."""
2585,Barely-true,Pants-fire,False,both_wrong_different,2,1,2,"Delaware Democratic Senate candidate Chris Coons ""thought that a 911 call should be taxed."""
2594,True,False,False,both_wrong_same,4,4,1,"John Raese's wife ""is registered to vote in Florida so she can't even vote for him."""
2596,Half-true,False,False,both_wrong_same,2,2,2,Says Chris Dudley thinks Oregon’s minimum wage is too high.
2601,False,False,False,both_correct,0,0,2,Says more Republicans than Democrats voted for the Wall Street bailouts.
2603,False,Pants-fire,False,flat_only_right,1,0,2,"Says Texas has so few gas-pump inspectors in the field, ""the HEBs of this state, the Brookshires of this state, they're calibrating their own gas pumps. The (Texas Department of Agriculture) just sends them the stickers and they calibrate them."""
2616,Pants-fire,False,False,both_wrong_same,1,1,1,"""We haven't yet taken out a negative ad."""
2626,False,Pants-fire,False,flat_only_right,1,0,3,"Says Christopher Little has ""a history of working against environmental protection by defending the worst types of corporate polluters"""
2633,Half-true,Half-true,False,arg_only_right,0,2,3,"As state treasurer, Alexi Giannoulias ""lost $73 million in our kids’ college savings."""
2643,False,False,False,both_correct,0,0,1,"""Scientists have shown us (that) the greater possibilities, the real science movement, has been with adult stem cell research. It has not been with embryonic."""
2646,Half-true,Pants-fire,False,both_wrong_different,3,2,3,"Tom Ganley has ""two F's from the Better Business Bureau"" and ""over 160 complaints in just three years."""
2652,Pants-fire,False,False,both_wrong_same,1,1,3,"Says Rick Perry recently said he ""wanted another (Texas) business tax."""
2720,Pants-fire,Pants-fire,False,arg_only_right,0,1,1,"Says state Senate candidate ""Monk Elmer voted to exceed the (school district property tax) spending caps."""
2723,Pants-fire,False,False,both_wrong_same,1,1,3,"""Congressman Kasich wants to use our tax dollars to give secret bonuses to his corporate friends."""
2731,Mostly-true,Mostly-true,False,arg_only_right,0,3,3,"""We have empowered state insurance commissioners to review the rate hikes that are taking place in states. And in some states like North Carolina, they have already used it and rolled back premium increases by 25 percent."""
2738,False,False,False,both_correct,0,0,2,"State House incumbent Jill Chambers, R-Atlanta, ""personally profits from taxpayer money."""
2754,Half-true,Mostly-true,False,both_wrong_different,1,2,3,"""Mr. Renacci was registered as a foreign trade lobbyist in the United States government."""
2760,Barely-true,Mostly-true,False,both_wrong_different,2,1,4,Robert Hurt supported a bill that helped the uranium industry after taking contributions from the industry and because his father had a stake in it.
2769,True,False,False,both_wrong_same,4,4,1,"""Georgia has the second-highest rate of childhood obesity in the United States."""
2777,Mostly-true,Mostly-true,Barely-true,arg_only_right,0,2,3,Georgia and other states with weak gun laws have more crime.
2793,Mostly-true,Half-true,False,both_wrong_different,1,3,3,"Says he's arrested more criminals, ""including thousands of child predators and sex offenders,"" than any previous Texas attorney general."
2811,Mostly-true,Mostly-true,False,arg_only_right,0,3,3,"$65 billion ""would be added to the deficit if we keep the cuts for people on the highest incomes."""
2821,Pants-fire,False,False,both_wrong_same,1,1,2,"President Obama, Sen. Harry Reid and Rep. Nancy Pelosi passed a ""$1.2 trillion stimulus bill."""
2833,Half-true,Mostly-true,False,both_wrong_different,1,2,2,"""Since the first of the year, 153 businesses at last count had moved out of California to Texas."""
2852,Mostly-true,False,False,both_wrong_same,3,3,2,"More than 10 years of free trade ""has brought a $2 billion per day trade deficit."""
2854,Pants-fire,False,False,both_wrong_same,1,1,3,Rebuilding three high schools will benefit 40 percent of Portland Public School students.
2868,False,False,False,both_correct,0,0,4,Wisconsin’s projected state budget shortfall is now as low as $1.5 billion
2876,Mostly-true,Mostly-true,Barely-true,arg_only_right,0,2,3,"""Ohio ranks 46th in the country in putting dollars in the classroom."""
2877,False,False,False,both_correct,0,0,3,"""The Madison-Milwaukee (high-speed) train line is dead."""
2897,Barely-true,Pants-fire,False,both_wrong_different,2,1,2,Says he got twice as much money from the sale of County Grounds land than Milwaukee County Executive Scott Walker was willing to accept.
2910,Mostly-true,Mostly-true,False,arg_only_right,0,3,1,"Measures taken by my administration ""have saved taxpayers $1 billion."""
2911,False,Barely-true,False,flat_only_right,1,0,3,"""We are giving almost $2 billion of taxpayer money to the junk food and fast food industries every year to make the (childhood obesity) epidemic worse."""
2926,Barely-true,False,False,both_wrong_same,1,1,1,"Under the DREAM Act, after two years of higher education or military service ""you are eligible for citizenship. Once a citizen, this paves the way to bring the rest of (your) extended family to the United States."""
2945,Mostly-true,True,False,both_wrong_different,1,3,3,"""Sixteen [federal] programs exist to fight homelessness"" and some of them are duplicative."
2958,False,Pants-fire,False,flat_only_right,1,0,2,"Beaverton ""enjoys the most diverse population (by percentage of population) among Oregon cities."""
2966,False,False,False,both_correct,0,0,3,"The tax cut deal is giving ""$700 billion to millionaires and billionaires."""
2975,Half-true,False,False,both_wrong_same,2,2,3,"Says that ""on average, Democratic congressional districts received 81 percent more stimulus funds than Republican districts."""
2983,True,Mostly-true,False,both_wrong_different,1,4,3,Four out of 10 homicides are committed by gun in this city.
2993,Mostly-true,Mostly-true,False,arg_only_right,0,3,3,"""In 1981, Matagorda, Brazoria, and Galveston Counties all opted out of the Social Security program for their employees. Today, their program is very, very well-funded and there is no question about whether it’s going to be funded in"" years to come."
3021,True,True,Half-true,arg_only_right,0,2,4,State governments have little ability to stimulate job growth in the short run.
3027,Half-true,Half-true,False,arg_only_right,0,2,2,"""There hasn't really been a lot of net growth in the federal workforce when you compare it to say, 1990."""
3036,False,Half-true,False,flat_only_right,2,0,3,"Wisconsin’s lawsuit rules are so anti-business that the state’s system is ""one of the most promiscuous"" in America."
3037,Half-true,Half-true,False,arg_only_right,0,2,3,Obama’s mid-term approval ratings are similar to other presidents who went on to re-election.
3044,False,Pants-fire,False,flat_only_right,1,0,3,"""We had an amendment in the health care law that said the federal government is going to take over education."""
3046,Mostly-true,True,False,both_wrong_different,1,3,2,"Says he ""had to impose tougher cost controls on state employees than"" any previous Wisconsin governor."
3087,Pants-fire,Mostly-true,False,both_wrong_different,4,1,5,"The governor has made a ""commitment to billions of dollars in debt and new spending without any explanation of how he plans to pay that money back."""
3103,True,False,False,both_wrong_same,4,4,1,"George Allen voted for budgets that increased the national debt by $16,400 for every second he served in the U.S. Senate."
3107,True,True,False,arg_only_right,0,4,1,"""The number of inmates since 2000 on death row dying of natural causes has now surpassed the number of inmates executed."""
3112,Half-true,False,False,both_wrong_same,2,2,3,"Says that 98,184 Texans are now driving with temporary driver’s licenses lacking their photos."
3121,Half-true,Half-true,False,arg_only_right,0,2,3,"""Last year, out of the 500,000 (in) population growth we had in the state of Texas, about 250,000 of the 500,000 came to Texas... from the other 49 states."""
3136,Half-true,Half-true,Barely-true,arg_only_right,0,1,3,"Secure Communities ""has a proven track record of enhancing public safety by focusing on violent offenders and those that pose a threat to our communities and our national security."""
3161,Mostly-true,True,Half-true,both_wrong_different,1,1,3,"""From 1980 to 1990, the top 1 percent saw their income go up by roughly 80 percent"" while ""the median wage in the country over (the same) 10 years went up 3 percent."""
