row_id,gold,arg_pred,flat_pred,category,arg_dist,flat_dist,n_queries_arg,statement
2547,True,Mostly-true,False,both_wrong_different,1,4,2,"""I said no to these big bank bailouts."""
2626,False,Pants-fire,False,flat_only_right,1,0,3,"Says Christopher Little has ""a history of working against environmental protection by defending the worst types of corporate polluters"""
2699,False,Pants-fire,False,flat_only_right,1,0,4,"""When President, then candidate, Obama was asked to disclose some of his donors because there was suspicion of their being the foreign source of money into his campaign, they refused to do it."""
2724,True,Mostly-true,False,both_wrong_different,1,4,4,"""Most of the jobs that we lost were lost before the economic policies we put in place had any effect."""
2728,Pants-fire,Pants-fire,False,arg_only_right,0,1,3,"Says Republican gubernatorial candidate Scott Walker ""increased his own pay by $50,000."""
2731,Mostly-true,Mostly-true,False,arg_only_right,0,3,3,"""We have empowered state insurance commissioners to review the rate hikes that are taking place in states. And in some states like North Carolina, they have already used it and rolled back premium increases by 25 percent."""
2738,False,False,False,both_correct,0,0,2,"State House incumbent Jill Chambers, R-Atlanta, ""personally profits from taxpayer money."""
2768,False,False,False,both_correct,0,0,2,"""If all of the [Bush-era] tax cuts expire on schedule, the budget will be close to being balanced in four years."""
2769,True,True,False,arg_only_right,0,4,1,"""Georgia has the second-highest rate of childhood obesity in the United States."""
2857,True,False,False,both_wrong_same,4,4,3,"""Demand for transportation choice is on the rise, with 14 percent more Ohioans riding passenger trains over the past year."""
2876,Mostly-true,Mostly-true,Barely-true,arg_only_right,0,2,3,"""Ohio ranks 46th in the country in putting dollars in the classroom."""
2879,Half-true,Barely-true,False,both_wrong_different,1,2,2,"Low-flow toilets ""can cost homeowners up to $1,000 each."""
2897,Barely-true,Pants-fire,False,both_wrong_different,2,1,2,Says he got twice as much money from the sale of County Grounds land than Milwaukee County Executive Scott Walker was willing to accept.
2908,Pants-fire,Pants-fire,False,arg_only_right,0,1,3,"""There’s talk in Congress now about basically confiscating your private 401(k) or IRA plan and rolling it into Social Security to strengthen Social Security."""
2918,Pants-fire,Pants-fire,False,arg_only_right,0,1,2,"Says Joe Straus ""was co-author of a bill that would have allowed Planned Parenthood to control public school sex education."""
2949,False,False,False,both_correct,0,0,3,"""Last year, ExxonMobil made $19 billion in profit. Guess what. They paid zero in taxes. They got a $156 million refund from the IRS."""
2958,False,Pants-fire,False,flat_only_right,1,0,2,"Beaverton ""enjoys the most diverse population (by percentage of population) among Oregon cities."""
2983,True,Mostly-true,False,both_wrong_different,1,4,3,Four out of 10 homicides are committed by gun in this city.
2993,Mostly-true,Mostly-true,False,arg_only_right,0,3,3,"""In 1981, Matagorda, Brazoria, and Galveston Counties all opted out of the Social Security program for their employees. Today, their program is very, very well-funded and there is no question about whether it’s going to be funded in"" years to come."
3027,Half-true,Half-true,False,arg_only_right,0,2,2,"""There hasn't really been a lot of net growth in the federal workforce when you compare it to say, 1990."""
3161,Mostly-true,Mostly-true,Half-true,arg_only_right,0,1,3,"""From 1980 to 1990, the top 1 percent saw their income go up by roughly 80 percent"" while ""the median wage in the country over (the same) 10 years went up 3 percent."""
3194,False,False,False,both_correct,0,0,4,Property tax exemptions can be granted to small businesses that move into Milwaukee County.
3219,False,False,False,both_correct,0,0,3,"""Today there are more men and women out of work in America than there are people working in Canada."""
3257,True,False,False,both_wrong_same,4,4,3,"""We have 80,000 abortions in Texas every year."""
3273,Pants-fire,False,False,both_wrong_same,1,1,2,"Says under his budget-repair bill, ""collective bargaining is fully intact."""
3284,Mostly-true,Half-true,Barely-true,both_wrong_different,1,2,6,"""The president promised to close the space gap, but he now seems intent on repeating the events that created the space gap in the first place -- putting in place a new rocket design and then trying to underfund the effort..."""
3330,Barely-true,False,Barely-true,flat_only_right,1,0,6,Says Tri-Rail shows the potential problems with investing in high-speed rail.
3414,False,False,False,both_correct,0,0,3,"""We now work the longest hours of any people around the world."""
3422,False,False,False,both_correct,0,0,3,"Says the state’s budget shortfall is ""not that much different"" than it was in 2003."
3472,Half-true,Pants-fire,False,both_wrong_different,3,2,3,"""About 22 percent of adults in Rhode Island and approximately 30 percent of youth (ages 10-17) are considered obese."""
3478,True,True,Barely-true,arg_only_right,0,3,3,The hour of sleep you lose during the change to daylight saving time might initially pose some health risks.
3580,Barely-true,False,False,both_wrong_same,1,1,4,"A Republican proposal changes Medicare for those under age 55 so that they will  ""participate in the same kind of health plan that members of Congress do."""
3625,Mostly-true,Mostly-true,Half-true,arg_only_right,0,1,2,"Says Texas routinely gets ""a lot more federal spending"" than it pays in taxes."
3675,Pants-fire,False,Half-true,both_wrong_different,1,3,1,"Says that while his plan would narrow the time for early voting, ""it still will be one of the most aggressive early voting time frames in America."""
3706,Pants-fire,Pants-fire,False,arg_only_right,0,1,2,"Says people in Africa ""literally walk two and three hundred miles"" in order to vote."
3741,Barely-true,Pants-fire,False,both_wrong_different,2,1,2,"About two-thirds of Medicaid beneficiaries are children, but they account for one-third of the program’s cost, while one-third are elderly, and they account for two-thirds of the cost."
3864,Pants-fire,Pants-fire,False,arg_only_right,0,1,2,"Michigan and Massachusetts raised their bottle deposit and ""could no longer afford the program because the redemptions were so high there was no profit in there."""
3890,Pants-fire,False,False,both_wrong_same,1,1,3,Accuses President Barack Obama of making contradictory claims about efforts to kill Osama bin Laden in 2008 and 2011.
3914,Half-true,False,False,both_wrong_same,2,2,3,"Says 1,000 World War II veterans die every day."
3994,Pants-fire,Pants-fire,False,arg_only_right,0,1,3,"Phil Puckett ""voted no on sending the EPA a message that they’ve gone too far not once, but twice."""
4103,Mostly-true,Mostly-true,False,arg_only_right,0,3,2,"Says for the first time in the history of the United States, the government cut taxes during wartime"
4119,Mostly-true,Half-true,False,both_wrong_different,1,3,3,"""Eighty percent of the American people support an approach (to federal budget problems) that includes revenues and includes cuts."""
4134,False,Pants-fire,Barely-true,both_wrong_different,1,1,2,"""Your tax dollars are not being used to sue you, the people."""
4141,Half-true,Barely-true,False,both_wrong_different,1,2,4,"Says that, unlike the U.S. Senate, ""even the Libyan government, in the middle of a civil war, passed a budget on June 15, 2011"""
4175,Half-true,Mostly-true,Barely-true,both_wrong_different,1,1,4,"""The nonpartisan CBO, Congressional Budget Office, has said that the No. 1 policy decision that brought us to the need to prevent the nation from defaulting on our debt for the first time in history were the Bush tax cuts in 2001 and 2003."""
4200,Half-true,Pants-fire,Pants-fire,both_wrong_same,3,3,3,"""Our government has spent $2.6 million to teach Chinese prostitutes how to drink responsibly."""
4242,Half-true,Barely-true,False,both_wrong_different,1,2,4,"Says Obama has never submitted a budget, and Congress has worked for two years without passing one."
4250,Pants-fire,False,False,both_wrong_same,1,1,3,"Says state Rep. Sandy Pasch, her recall opponent, ""voted to allow public school employees to use taxpayer dollars to pick up the tab for…Viagra."""
4259,True,Mostly-true,False,both_wrong_different,1,4,2,"""One in every five families in the state of New Jersey has a loved one with a mental illness, a serious mental illness, and today, we don’t care."""
4323,Mostly-true,False,False,both_wrong_same,3,3,2,"""When lenders foreclose on homes, they typically suffer losses that exceed 30 percent of the value of the home."""
4342,False,Pants-fire,False,flat_only_right,1,0,4,"Says Texas gained 21,000 doctors due to tort reform."
4352,True,True,False,arg_only_right,0,4,3,"""The estimated savings of this (debt ceiling) deal only pay for half of the cost of extending all of the Bush-era tax cuts for another decade."""
4378,Pants-fire,Pants-fire,Pants-fire,both_correct,0,0,2,"U.S. Reps. Hank Johnson, John Lewis and other members of the Congressional Progressive Caucus are ""socialists who are openly serving in the U.S. Congress."""
4396,Mostly-true,Half-true,Barely-true,both_wrong_different,1,2,2,"Takes credit for ""substantially reducing the size of the state workforce."""
4402,Barely-true,Pants-fire,False,both_wrong_different,2,1,3,"""Congressman Bill Young voted to cut taxes for millionaires and end your Medicare."""
4408,Mostly-true,Mostly-true,False,arg_only_right,0,3,3,"Says Democratic U.S. Senate candidate Tammy Baldwin ranks ""as the most liberal member of the House."""
4444,Mostly-true,Pants-fire,False,both_wrong_different,4,3,4,"Mitt Romney ""drove to Canada with the family dog Seamus strapped to the roof of the car."""
4455,False,Pants-fire,False,flat_only_right,1,0,2,"Says CNN's Wolf Blitzer was wrong to say that ""the wealthiest Americans, they pay the most in taxes already -- 50 percent of Americans don't even pay any federal income tax."""
4466,Half-true,False,False,both_wrong_same,2,2,4,Says he did not support the October 2008 legislation to rescue Wall Street firms.
4483,Pants-fire,False,False,both_wrong_same,1,1,2,"Says ""our taxes have doubled"" with Rick Perry in office."
4537,Mostly-true,Mostly-true,False,arg_only_right,0,3,2,"""My home state since June of 2009 created 40 percent of the new jobs in America."""
4581,Barely-true,Pants-fire,False,both_wrong_different,2,1,2,"Says El Paso was named America’s ""Safest Large City"" a year after San Antonio, Houston and Dallas had the nation’s highest crime rates."
4588,True,True,False,arg_only_right,0,4,4,"Says he ""came to the Republican Party sooner in age"" than Ronald Reagan."
4658,Pants-fire,False,False,both_wrong_same,1,1,3,"Says the national heath care reform is ""a government takeover of health care."""
4709,Barely-true,Pants-fire,False,both_wrong_different,2,1,2,"""In the Patient Protection and Affordable Care Act, it was the Democrats who cut $500 billion from Medicare. And they also put in place the Independent Payment Advisory Board, 15 unelected bureaucrats, which will be making decisions about health care for our seniors and for all Americans."""
4719,Half-true,True,False,both_wrong_different,2,2,2,"Proposition 2 on November’s Texas ballot ""does not cost state taxpayers any money."""
4823,Barely-true,False,False,both_wrong_same,1,1,3,Says the Simpson-Bowles deficit reduction proposal urged raising $2 trillion in new revenue.
4837,False,Pants-fire,False,flat_only_right,1,0,3,"Says Mahmoud Ahmadinejad said that ""if he has a nuclear weapon he will use it to wipe Israel off the face of the earth. He will use it against the United States of America."""
4841,Mostly-true,True,False,both_wrong_different,1,3,3,"Says she ""brought together business, labor and hospitals to give 94,000 Oregon children health care."""
4854,Mostly-true,True,False,both_wrong_different,1,3,4,Says Mitt Romney has flip-flopped on his support for President Reagan’s policies.
4873,Mostly-true,Half-true,False,both_wrong_different,1,3,1,"""A part-time Congress with half the pay would still make $38,000 a year more than the average American family."""
4982,True,False,False,both_wrong_same,4,4,4,Says King Street Patriots held a fundraiser featuring an author who believes that registering the poor to vote is un-American.
4995,True,True,False,arg_only_right,0,4,1,"""I've done more impeachments than anybody else in the history of the country."""
5023,Mostly-true,Mostly-true,False,arg_only_right,0,3,1,"""We have one of the highest percentages per capita of nonprofits in this state of any state in the union."""
5033,True,Mostly-true,Barely-true,both_wrong_different,1,3,3,"""I was one of about a dozen (senators) who voted against the Bridge to Nowhere."""
5053,Half-true,Mostly-true,Barely-true,both_wrong_different,1,1,4,"Says he has ""been able to attract independents and Democrats to win"" elections in Pennsylvania."
5072,Half-true,False,False,both_wrong_same,2,2,4,"Congress gave an unelected board ""the power to deny care to seniors."""
5087,False,Pants-fire,False,flat_only_right,1,0,2,"Eliminating ""Obamacare"" ... ""saves $95 billion a year."""
5091,False,False,False,both_correct,0,0,1,"Says the Simpson-Bowles deficit reduction proposal went from President Barack Obama's desk to ""the garbage can."""
5131,Mostly-true,Mostly-true,False,arg_only_right,0,3,1,"The education tax burden for Shelby County -- and Tennessee -- is ""one of the lowest in the country."""
5156,True,False,False,both_wrong_same,4,4,3,"Says she got unions to agree to ""about $10 million in reduction"" of salaries and health benefits while serving as Dane County executive in Wisconsin."
5229,Half-true,Barely-true,False,both_wrong_different,1,2,2,"""When I was fighting against cap and trade, the speaker was sitting down with Nancy Pelosi on a sofa encouraging it."""
5342,Barely-true,False,False,both_wrong_same,1,1,4,"The polls ""show over half of Americans identify themselves as being pro-life."""
5348,False,Pants-fire,False,flat_only_right,1,0,3,"""You're supposed to throw away your shoes"" if mercury from a broken CFL light bulb gets on them."
5371,False,Pants-fire,False,flat_only_right,1,0,5,Says Mitt Romney supports cap and trade.
5385,True,True,False,arg_only_right,0,4,3,"Says Scott Walker enacted ""the biggest cuts to education in our state’s history."""
5398,True,True,Half-true,arg_only_right,0,2,2,"""Florida ranks 45th"" in the nation for tuition."
5423,True,True,False,arg_only_right,0,4,3,"Florida is ""the largest dog-racing state in the country."""
5521,True,True,False,arg_only_right,0,4,3,"""Ohio is not meeting its obligation to update voter registrations when voters change their address with the BMV."""
5536,Half-true,Mostly-true,Barely-true,both_wrong_different,1,1,2,"Says ""my plan is a property tax cut."""
5613,True,True,Half-true,arg_only_right,0,2,4,"""The poorest in this country are women."""
5637,Barely-true,False,False,both_wrong_same,1,1,2,"""The (Jackson) plan (for reforming Cleveland schools) lacks any data or methods proven to raise student achievement."""
5643,Barely-true,False,False,both_wrong_same,1,1,3,"""We've had the same leadership in the Travis County DA's office for 30 years."""
5653,Pants-fire,False,False,both_wrong_same,1,1,5,"A bill that could restrict free speech when the president is nearby was signed by President Barack Obama ""in secret."""
5664,Pants-fire,Pants-fire,False,arg_only_right,0,1,3,"Says Ohio Treasurer Josh ""Mandel first claimed bank fraud in June 2010 but did nothing for more than a year while raising money for his (Republican) Senate campaign."""
5671,False,Pants-fire,False,flat_only_right,1,0,2,"""I think it’s seven or eight of the California system of universities don’t even teach an American history course. It’s not even available to be taught."""
5693,False,False,False,both_correct,0,0,2,"Says Wisconsin women facing pay discrimination can't ""do something about it"" under bill passed by Republicans."
5726,Barely-true,False,False,both_wrong_same,1,1,4,"""The Austin school district calendar lists 64 different dates for either a state-mandated test or make-up test."""
5737,Pants-fire,False,False,both_wrong_same,1,1,5,"""I have always said that I would be for drilling."""
5749,Half-true,Barely-true,False,both_wrong_different,1,2,3,Says his Texas election fraud investigations have resulted in 50 convictions.
5788,True,False,False,both_wrong_same,4,4,2,"Says the Congressional Budget Office has estimated ""every penny of the federal budget will go to interest on the debt and entitlement spending by 2025."""
5790,Half-true,False,False,both_wrong_same,2,2,3,"At the same time gas prices have increased, ""the share of the oil market controlled by speculators has more than doubled over the past 10 years."""
5810,Mostly-true,True,False,both_wrong_different,1,3,3,"The average Atlanta resident ""spends an extra $924 each year in additional gasoline and wasted time."""
5815,Barely-true,False,False,both_wrong_same,1,1,2,"Says ""Bill Pascrell voted to eliminate all estate taxes for billionaires, and I voted no."""
5849,Mostly-true,Mostly-true,Half-true,arg_only_right,0,1,3,"""The United States already has the highest corporate tax rate in the world."""
5928,Mostly-true,Mostly-true,False,arg_only_right,0,3,2,"There are ""49 different federal job training programs that report to eight agencies."""
5940,Barely-true,Barely-true,False,arg_only_right,0,1,4,"President Obama ""promised"" families making less than $250,000 a year would not see taxes go up, but ""Obamacare raises 18 different taxes."""
5959,False,Pants-fire,False,flat_only_right,1,0,4,"Says Jon Runyan voted to ""end programs to aid homeless veterans."""
5967,Barely-true,Pants-fire,False,both_wrong_different,2,1,4,"Says he fought for the repeal of a septic tank inspection program after ""Tallahassee pulled a fast one."""
5973,Barely-true,Pants-fire,Barely-true,flat_only_right,2,0,4,"""Obama’s flush with cash, returning to Wall Street for even more money. … Wall Street sure supports President Obama."""
6057,True,True,False,arg_only_right,0,4,2,Says Barack Obama has played nearly 100 rounds of golf as president.
6058,Half-true,Mostly-true,False,both_wrong_different,1,2,1,"""More Hispanics have fallen into poverty under Obama."""
6083,Barely-true,False,False,both_wrong_same,1,1,2,"Citizens Property Insurance has ""over $500 billion worth of risk, with less than $10 billion worth of surplus."""
6110,Half-true,False,False,both_wrong_same,2,2,3,"Barack Obama has ""provided guns to Mexican drug cartels."""
6162,Half-true,Pants-fire,False,both_wrong_different,3,2,4,"Obama has ""racked up more debt than any president in history — over $5 trillion."""
6236,Barely-true,Pants-fire,False,both_wrong_different,2,1,2,"The United States can immediately tap a domestic energy resource of ""more than 1.5 trillion barrels of oil, six times more than Saudi Arabia."""
6310,Mostly-true,Mostly-true,False,arg_only_right,0,3,2,"""Nearly 100,000 people get shot every year. That's 270 people a day and 87 dead."""
6450,Pants-fire,Pants-fire,False,arg_only_right,0,1,2,"Says the federal government ""mandates transexuals (sic) and homosexuals grabbing children in their stranger-danger zones in the name of airport security."""
6473,True,True,False,arg_only_right,0,4,1,Says Paul Ryan's budget relies on the same $700 billion in savings from Medicare that Mitt Romney and other Republicans have been attacking Democrats about.
6509,Barely-true,False,False,both_wrong_same,1,1,3,"Tim Kaine supported ""higher energy costs for families."""
6566,False,False,False,both_correct,0,0,1,"Says Chris Christie was the ""first governor in America to endorse"" Mitt Romney."
6579,Half-true,Barely-true,False,both_wrong_different,1,2,5,"Says ""President Obama and his National Labor Relations Board"" sued Boeing over its decision to open a plant in South Carolina."
6743,False,False,False,both_correct,0,0,1,"Says ""the governor is going around the state talking about [how] we should fund an income tax cut"" that benefits higher income earners and not lower income earners"
6769,Half-true,False,False,both_wrong_same,2,2,3,"Says scientists predict ""sometime in the future, an event that will kill … somewhere between 80 and 90 million people."""
6782,Pants-fire,Pants-fire,False,arg_only_right,0,1,3,"""Barack Hussein Obama will ... force local authorities to allow Occupy protesters to live in parks."""
6794,Mostly-true,Half-true,False,both_wrong_different,1,3,2,"""Had the online change of address been in place in 2008 an estimated 130,000 voters who cast provisional ballots could have changed their address online and voted a regular ballot."""
6811,Mostly-true,Half-true,Barely-true,both_wrong_different,1,2,3,"Chinese tire imports threatened 1,000 American jobs, so President Obama ""stood up to China and protected American workers. Mitt Romney attacked Obama's decision."""
6848,Barely-true,False,False,both_wrong_same,1,1,2,"""When Congressman Langevin took office, gas was around $1.70 per gallon, and now it is near $4 per gallon."""
6922,Barely-true,Pants-fire,False,both_wrong_different,2,1,5,"Says Adam Hasner ""gives the wealthy tax breaks worth $250,000 a year but hikes middle class taxes $2,000."""
6982,Half-true,Pants-fire,False,both_wrong_different,3,2,2,"""A few months ago when you were asked what's the biggest geopolitical threat facing America, you said Russia."""
7008,Mostly-true,Mostly-true,Half-true,arg_only_right,0,1,4,"""6,400 Ohioans ... lost manufacturing jobs in the month of September."""
7073,Barely-true,Half-true,False,both_wrong_different,1,1,4,"""Mitt Romney made over a hundred million dollars by shutting down (a Marion, Ind. paper) plant."""
7078,Mostly-true,Mostly-true,Half-true,arg_only_right,0,1,2,"""Texas’ population is projected to double in the next 50 years or so, but our basic amount of water will remain about where it is now."""
7164,True,False,False,both_wrong_same,4,4,2,"Agriculture ""is the strongest industry in Ohio."""
7181,Barely-true,Half-true,False,both_wrong_different,1,1,4,"President Barack Obama’s Fiscal Year 2013 budget proposal ""couldn't get support from either party in the House or the Senate."""
7183,True,False,False,both_wrong_same,4,4,3,"Says budget savings by reducing pay and benefits for federal employees total $103 billion over 10 years -- more than $50,000 per worker."
7224,False,False,False,both_correct,0,0,3,U.S. Sen. Saxby Chambliss votes more with Democrats than with conservatives.
